;Product ID;Attribute;Value;Quantity;Minimal quantity;Low stock level;Image URLs
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:1*M:3;6;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-99X-001-1-397163_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:1*L:4;8;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-99X-001-1-397163_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:1*XL:5;3;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-99X-001-1-397163_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:1*XXL:6;3;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-99X-001-1-397163_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:2*XS:1;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-76X-001-1-397161_2.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:2*S:2;5;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-76X-001-1-397161_2.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:2*M:3;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-76X-001-1-397161_2.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:2*L:4;6;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-76X-001-1-397161_2.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:2*XL:5;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-76X-001-1-397161_2.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:2*XXL:6;6;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-76X-001-1-397161_2.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:3*XS:1;8;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-59X-001-1-397165_4.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:3*S:2;2;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-59X-001-1-397165_4.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:3*M:3;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-59X-001-1-397165_4.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:3*L:4;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-59X-001-1-397165_4.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:3*XL:5;5;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-59X-001-1-397165_4.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:3*XXL:6;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-59X-001-1-397165_4.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:4*XS:1;2;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-08X-001-1-548565_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:4*S:2;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-08X-001-1-548565_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:4*M:3;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-08X-001-1-548565_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:4*L:4;7;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-08X-001-1-548565_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:4*XL:5;8;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-08X-001-1-548565_1.jpg
2;2819953;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:4*XXL:6;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/0/0/0003J-08X-001-1-548565_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:1*XS:1;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:1*S:2;3;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:1*M:3;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:1*L:4;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:1*XL:5;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:1*XXL:6;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:2*XS:1;8;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:2*S:2;3;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:2*M:3;7;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:2*L:4;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:2*XL:5;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:2*XXL:6;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*XS:1;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*S:2;7;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*M:3;5;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*L:4;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*XL:5;5;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*XXL:6;6;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*XS:1;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*S:2;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*M:3;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*L:4;2;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*XL:5;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
3;2999659;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*XXL:6;8;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:1*XS:1;7;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:1*S:2;6;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:1*M:3;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:1*L:4;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:1*XL:5;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Niebieski:1*XXL:6;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-59X-001-1-561863.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:2*XS:1;8;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:2*S:2;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:2*M:3;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:2*L:4;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:2*XL:5;3;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Kremowy:2*XXL:6;8;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-80X-001-1-561855.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*XS:1;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*S:2;3;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*M:3;9;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*L:4;2;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*XL:5;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Khaki:3*XXL:6;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-87X-001-1-580603_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*XS:1;1;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*S:2;3;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*M:3;7;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*L:4;2;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*XL:5;7;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
4;2999645;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Czarny:4*XXL:6;6;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1821O-99X-001-1-561847_1.jpg
5;2985637;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:1*XS:1;5;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1810O-91X-001-1-566063_2.jpg
5;2985637;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:1*S:2;10;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1810O-91X-001-1-566063_2.jpg
5;2985637;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:1*M:3;4;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1810O-91X-001-1-566063_2.jpg
5;2985637;Kolor:Kolor lub tekstura:2*Rozmiar:Lista rozwijalna:1;Zielony:1*L:4;7;1;2;https://static.sinsay.com/media/catalog/product/cache/1200/a4e40ebdc3e371adff845072e1c73f37/1/8/1810O-91X-001-1-566063_2.jpg
